START_TIME,MAPPED_LABEL
2022-05-19 13:56:43,Walking
2022-05-19 13:56:53,Walking
2022-05-19 13:57:03,Walking
2022-05-19 13:57:13,Walking
2022-05-19 13:57:23,Walking
2022-05-19 13:57:33,Walking
2022-05-19 13:57:43,Walking
2022-05-19 13:57:53,Walking
2022-05-19 13:58:03,Walking
2022-05-19 13:58:13,Walking
2022-05-19 13:58:23,Walking
2022-05-19 13:58:33,Walking
2022-05-19 13:58:43,Walking
2022-05-19 13:58:53,Walking
2022-05-19 13:59:03,Walking
2022-05-19 13:59:13,Walking
2022-05-19 13:59:23,Walking
2022-05-19 13:59:33,Walking
2022-05-19 13:59:43,Walking
2022-05-19 13:59:53,Walking
2022-05-19 14:00:03,Walking
2022-05-19 14:00:13,Walking
2022-05-19 14:00:23,Walking
2022-05-19 14:00:33,Walking
2022-05-19 14:00:43,Walking
2022-05-19 14:00:53,Walking
2022-05-19 14:01:03,Walking
2022-05-19 14:01:13,Walking
2022-05-19 14:01:23,Walking
2022-05-19 14:01:33,Walking
2022-05-19 14:01:43,Walking
2022-05-19 14:01:53,Walking
2022-05-19 14:02:03,Walking
2022-05-19 14:02:13,Walking
2022-05-19 14:02:23,Walking
2022-05-19 14:02:33,Walking
2022-05-19 14:02:43,Walking
2022-05-19 14:02:53,Walking
2022-05-19 14:03:03,Walking
2022-05-19 14:03:13,Walking
2022-05-19 14:03:23,Walking
2022-05-19 14:03:33,Walking
2022-05-19 14:03:43,Walking
2022-05-19 14:03:53,Walking
2022-05-19 14:04:03,Walking
2022-05-19 14:04:13,Walking
2022-05-19 14:04:23,Walking
2022-05-19 14:04:33,Walking
2022-05-19 14:04:43,Walking
2022-05-19 14:04:53,Walking
2022-05-19 14:05:03,Walking
2022-05-19 14:05:13,Walking
2022-05-19 14:05:23,Walking
2022-05-19 14:05:33,Walking
2022-05-19 14:05:43,Walking
2022-05-19 14:05:53,Walking
2022-05-19 14:06:03,Walking
2022-05-19 14:06:13,Walking
2022-05-19 14:06:23,Walking
2022-05-19 14:06:33,Walking
2022-05-19 14:06:43,Walking
2022-05-19 14:06:53,Walking
2022-05-19 14:07:03,Walking
2022-05-19 14:07:13,Walking
2022-05-19 14:07:23,Walking
2022-05-19 14:07:33,Walking
2022-05-19 14:07:43,Walking
2022-05-19 14:07:53,Walking
2022-05-19 14:08:03,Walking
2022-05-19 14:08:13,Walking
2022-05-19 14:08:23,Walking
2022-05-19 14:08:33,Walking
2022-05-19 14:08:43,Walking
2022-05-19 14:08:53,Walking
2022-05-19 14:09:03,Walking
2022-05-19 14:09:13,Walking
2022-05-19 14:09:23,Walking
2022-05-19 14:09:33,Walking
2022-05-19 14:09:43,Walking
2022-05-19 14:09:53,Walking
2022-05-19 14:10:03,Walking
2022-05-19 14:10:13,Walking
2022-05-19 14:10:23,Walking
2022-05-19 14:10:33,Walking
2022-05-19 14:10:43,Walking
2022-05-19 14:10:53,Walking
2022-05-19 14:11:03,Walking
2022-05-19 14:11:13,Walking
2022-05-19 14:11:23,Walking
2022-05-19 14:11:33,Walking
2022-05-19 14:11:53,Walking
2022-05-19 14:12:03,Walking
2022-05-19 14:12:13,Walking
2022-05-19 14:12:23,Walking
2022-05-19 14:12:33,Walking
2022-05-19 14:12:43,Walking
2022-05-19 14:12:53,Walking
2022-05-19 14:13:03,Walking
2022-05-19 14:13:13,Walking
2022-05-19 14:13:23,Walking
2022-05-19 14:13:33,Walking
2022-05-19 14:13:43,Walking
2022-05-19 14:13:53,Walking
2022-05-19 14:14:03,Walking
2022-05-19 14:14:13,Walking
2022-05-19 14:14:23,Walking
2022-05-19 14:14:33,Walking
2022-05-19 14:14:43,Walking
2022-05-19 14:14:53,Walking
2022-05-19 14:15:03,Walking
2022-05-19 14:15:13,Walking
2022-05-19 14:15:23,Walking
2022-05-19 14:15:33,Walking
2022-05-19 14:15:43,Walking
2022-05-19 14:15:53,Walking
2022-05-19 14:16:03,Walking
2022-05-19 14:16:13,Walking
2022-05-19 14:25:53,Standing
2022-05-19 14:26:03,Standing
2022-05-19 14:26:13,Standing
2022-05-19 14:26:23,Standing
2022-05-19 14:26:33,Standing
2022-05-19 14:26:43,Standing
2022-05-19 14:26:53,Standing
2022-05-19 14:27:03,Standing
2022-05-19 14:27:13,Standing
2022-05-19 14:27:23,Standing
2022-05-19 14:27:33,Standing
2022-05-19 14:27:43,Standing
2022-05-19 14:30:13,Walking
2022-05-19 14:30:23,Walking
2022-05-19 14:30:33,Walking
2022-05-19 14:30:43,Walking
2022-05-19 14:30:53,Walking
2022-05-19 14:31:03,Walking
2022-05-19 14:31:13,Walking
2022-05-19 14:31:23,Walking
2022-05-19 14:31:33,Walking
2022-05-19 14:31:43,Walking
2022-05-19 14:31:53,Walking
2022-05-19 14:32:03,Walking
2022-05-19 14:32:13,Walking
2022-05-19 14:32:23,Walking
2022-05-19 14:32:33,Walking
2022-05-19 14:32:43,Walking
2022-05-19 14:32:53,Walking
2022-05-19 14:33:13,Walking
2022-05-19 14:33:23,Walking
2022-05-19 14:33:33,Walking
2022-05-19 14:33:53,Standing
2022-05-19 14:38:23,Standing
2022-05-19 14:41:03,Standing
2022-05-19 14:46:03,Standing
2022-05-19 14:50:03,Lying_Down
2022-05-19 14:50:13,Lying_Down
2022-05-19 14:50:23,Lying_Down
2022-05-19 14:50:33,Lying_Down
2022-05-19 14:50:43,Lying_Down
2022-05-19 14:50:53,Lying_Down
2022-05-19 14:51:03,Lying_Down
2022-05-19 14:51:13,Lying_Down
2022-05-19 14:51:23,Lying_Down
2022-05-19 14:51:33,Lying_Down
2022-05-19 14:51:43,Lying_Down
2022-05-19 14:51:53,Lying_Down
2022-05-19 14:52:03,Lying_Down
2022-05-19 14:52:13,Lying_Down
2022-05-19 14:52:23,Lying_Down
2022-05-19 14:52:33,Lying_Down
2022-05-19 14:52:43,Lying_Down
2022-05-19 14:52:53,Lying_Down
2022-05-19 14:53:03,Lying_Down
2022-05-19 14:53:13,Lying_Down
2022-05-19 14:53:23,Lying_Down
2022-05-19 14:53:33,Lying_Down
2022-05-19 14:53:43,Lying_Down
2022-05-19 14:53:53,Lying_Down
2022-05-19 14:54:03,Lying_Down
2022-05-19 14:54:13,Lying_Down
2022-05-19 14:54:23,Lying_Down
2022-05-19 14:54:33,Lying_Down
2022-05-19 14:54:43,Lying_Down
2022-05-19 14:54:53,Lying_Down
2022-05-19 14:55:03,Lying_Down
2022-05-19 14:55:13,Lying_Down
2022-05-19 14:55:23,Lying_Down
2022-05-19 14:55:33,Lying_Down
2022-05-19 14:55:43,Lying_Down
2022-05-19 14:55:53,Lying_Down
2022-05-19 14:56:03,Lying_Down
2022-05-19 14:56:13,Lying_Down
2022-05-19 14:56:23,Lying_Down
2022-05-19 14:56:33,Lying_Down
2022-05-19 14:57:13,Sitting
2022-05-19 14:57:23,Sitting
2022-05-19 14:57:33,Sitting
2022-05-19 14:57:43,Sitting
2022-05-19 14:57:53,Sitting
2022-05-19 14:58:03,Sitting
2022-05-19 14:58:13,Sitting
2022-05-19 14:58:23,Sitting
2022-05-19 14:58:33,Sitting
2022-05-19 14:58:43,Sitting
2022-05-19 14:58:53,Sitting
2022-05-19 14:59:03,Sitting
2022-05-19 14:59:13,Sitting
2022-05-19 14:59:23,Sitting
2022-05-19 14:59:33,Sitting
2022-05-19 14:59:53,Standing
2022-05-19 15:00:03,Standing
2022-05-19 15:00:13,Standing
2022-05-19 15:00:23,Standing
2022-05-19 15:00:33,Standing
2022-05-19 15:00:43,Standing
2022-05-19 15:00:53,Standing
2022-05-19 15:01:03,Standing
2022-05-19 15:01:13,Standing
2022-05-19 15:01:23,Standing
2022-05-19 15:01:33,Standing
2022-05-19 15:01:43,Standing
2022-05-19 15:02:13,Sitting
2022-05-19 15:02:23,Sitting
2022-05-19 15:02:33,Sitting
2022-05-19 15:02:43,Sitting
2022-05-19 15:02:53,Sitting
2022-05-19 15:03:03,Sitting
2022-05-19 15:03:13,Sitting
2022-05-19 15:03:23,Sitting
2022-05-19 15:03:33,Sitting
2022-05-19 15:03:43,Sitting
2022-05-19 15:03:53,Sitting
2022-05-19 15:04:03,Sitting
2022-05-19 15:04:33,Sitting
2022-05-19 15:04:43,Sitting
2022-05-19 15:04:53,Sitting
2022-05-19 15:05:03,Sitting
2022-05-19 15:05:13,Sitting
2022-05-19 15:05:23,Sitting
2022-05-19 15:05:33,Sitting
2022-05-19 15:05:43,Sitting
2022-05-19 15:05:53,Sitting
2022-05-19 15:06:03,Sitting
2022-05-19 15:06:13,Sitting
2022-05-19 15:06:23,Sitting
2022-05-19 15:07:03,Standing
2022-05-19 15:07:13,Standing
2022-05-19 15:09:33,Lying_Down
2022-05-19 15:09:43,Lying_Down
2022-05-19 15:10:23,Walking
2022-05-19 15:10:43,Standing
2022-05-19 15:11:33,Sitting
2022-05-19 15:11:43,Sitting
2022-05-19 15:13:43,Sitting
2022-05-19 15:13:53,Sitting
2022-05-19 15:14:43,Standing
2022-05-19 15:17:13,Walking
2022-05-19 15:17:23,Walking
2022-05-19 15:17:33,Walking
2022-05-19 15:17:43,Walking
2022-05-19 15:17:53,Walking
2022-05-19 15:18:03,Walking
2022-05-19 15:18:13,Walking
2022-05-19 15:18:23,Walking
2022-05-19 15:18:33,Walking
2022-05-19 15:18:43,Walking
2022-05-19 15:18:53,Walking
2022-05-19 15:19:03,Walking
2022-05-19 15:19:13,Walking
2022-05-19 15:19:23,Walking
2022-05-19 15:19:43,Standing
2022-05-19 15:20:03,Walking
2022-05-19 15:20:13,Walking
2022-05-19 15:20:23,Walking
2022-05-19 15:20:53,Walking
2022-05-19 15:21:13,Standing
2022-05-19 15:21:23,Standing
2022-05-19 15:21:53,Standing
2022-05-19 15:22:03,Standing
2022-05-19 15:22:13,Standing
2022-05-19 15:22:23,Standing
2022-05-19 15:22:33,Standing
2022-05-19 15:22:43,Standing
2022-05-19 15:22:53,Standing
2022-05-19 15:23:03,Standing
2022-05-19 15:23:33,Walking
2022-05-19 15:23:43,Walking
2022-05-19 15:23:53,Walking
2022-05-19 15:24:03,Walking
2022-05-19 15:24:13,Walking
2022-05-19 15:24:23,Walking
2022-05-19 15:25:23,Walking
2022-05-19 15:25:33,Walking
2022-05-19 15:25:43,Walking
2022-05-19 15:25:53,Walking
2022-05-19 15:26:03,Walking
2022-05-19 15:26:13,Walking
2022-05-19 15:26:23,Walking
2022-05-19 15:26:33,Walking
2022-05-19 15:26:43,Walking
2022-05-19 15:26:53,Walking
2022-05-19 15:27:03,Walking
2022-05-19 15:27:13,Walking
2022-05-19 15:27:23,Walking
2022-05-19 15:27:33,Walking
2022-05-19 15:27:43,Walking
2022-05-19 15:27:53,Walking
2022-05-19 15:28:03,Walking
2022-05-19 15:28:13,Walking
2022-05-19 15:28:23,Walking
2022-05-19 15:28:33,Walking
2022-05-19 15:28:43,Walking
2022-05-19 15:28:53,Walking
2022-05-19 15:29:23,Walking
2022-05-19 15:29:43,Standing
2022-05-19 15:29:53,Standing
2022-05-19 15:30:03,Standing
2022-05-19 15:30:13,Standing
2022-05-19 15:30:23,Standing
2022-05-19 15:30:33,Standing
2022-05-19 15:30:43,Standing
2022-05-19 15:30:53,Standing
2022-05-19 15:31:03,Standing
2022-05-19 15:31:13,Standing
2022-05-19 15:31:23,Standing
2022-05-19 15:31:33,Standing
2022-05-19 15:31:43,Standing
2022-05-19 15:32:03,Walking
2022-05-19 15:32:13,Walking
2022-05-19 15:32:23,Walking
2022-05-19 15:32:33,Walking
2022-05-19 15:32:43,Walking
2022-05-19 15:32:53,Walking
2022-05-19 15:33:03,Walking
2022-05-19 15:33:13,Walking
2022-05-19 15:33:23,Walking
2022-05-19 15:33:33,Walking
2022-05-19 15:34:03,Walking
2022-05-19 15:34:13,Walking
2022-05-19 15:34:33,Sitting
2022-05-19 15:34:43,Sitting
2022-05-19 15:34:53,Sitting
2022-05-19 15:35:03,Sitting
2022-05-19 15:35:13,Sitting
2022-05-19 15:35:23,Sitting
2022-05-19 15:35:33,Sitting
2022-05-19 15:35:43,Sitting
2022-05-19 15:35:53,Sitting
2022-05-19 15:36:03,Sitting
2022-05-19 15:36:13,Sitting
2022-05-19 15:36:23,Sitting
2022-05-19 15:36:33,Sitting
2022-05-19 15:36:43,Sitting
2022-05-19 15:36:53,Sitting
2022-05-19 15:37:03,Sitting
2022-05-19 15:37:13,Sitting
2022-05-19 15:37:23,Sitting
2022-05-19 15:37:33,Sitting
2022-05-19 15:37:43,Sitting
2022-05-19 15:37:53,Sitting
2022-05-19 15:38:03,Sitting
2022-05-19 15:38:13,Sitting
2022-05-19 15:38:23,Sitting
2022-05-19 15:38:33,Sitting
2022-05-19 15:38:43,Sitting
2022-05-19 15:38:53,Sitting
2022-05-19 15:39:03,Sitting
2022-05-19 15:39:13,Sitting
2022-05-19 15:39:23,Sitting
2022-05-19 15:39:33,Sitting
2022-05-19 15:39:43,Sitting
2022-05-19 15:39:53,Sitting
2022-05-19 15:40:03,Sitting
2022-05-19 15:40:13,Sitting
2022-05-19 15:40:23,Sitting
2022-05-19 15:40:33,Sitting
2022-05-19 15:40:43,Sitting
2022-05-19 15:40:53,Sitting
2022-05-19 15:41:03,Sitting
2022-05-19 15:41:13,Sitting
2022-05-19 15:41:23,Sitting
2022-05-19 15:41:33,Sitting
2022-05-19 15:41:43,Sitting
2022-05-19 15:41:53,Sitting
2022-05-19 15:42:03,Sitting
2022-05-19 15:42:13,Sitting
2022-05-19 15:42:23,Sitting
2022-05-19 15:42:33,Sitting
2022-05-19 15:42:43,Sitting
2022-05-19 15:43:33,Walking
2022-05-19 15:43:43,Walking
2022-05-19 15:44:13,Walking
2022-05-19 15:44:23,Walking
2022-05-19 15:44:33,Walking
2022-05-19 15:44:43,Walking
2022-05-19 15:44:53,Walking
2022-05-19 15:45:03,Walking
2022-05-19 15:45:13,Walking
2022-05-19 15:45:23,Walking
2022-05-19 15:45:33,Walking
2022-05-19 15:45:43,Walking
2022-05-19 15:45:53,Walking
2022-05-19 15:46:03,Walking
2022-05-19 15:46:13,Walking
2022-05-19 15:46:23,Walking
2022-05-19 15:46:33,Walking
2022-05-19 15:46:43,Walking
2022-05-19 15:46:53,Walking
2022-05-19 15:47:03,Walking
2022-05-19 15:47:13,Walking
2022-05-19 15:47:23,Walking
2022-05-19 15:47:43,Walking
2022-05-19 15:47:53,Walking
2022-05-19 15:48:03,Walking
2022-05-19 15:48:13,Walking
2022-05-19 15:48:23,Walking
2022-05-19 15:48:33,Walking
2022-05-19 15:48:43,Walking
2022-05-19 15:48:53,Walking
2022-05-19 15:49:03,Walking
2022-05-19 15:49:13,Walking
2022-05-19 15:49:23,Walking
2022-05-19 15:49:33,Walking
2022-05-19 15:49:43,Walking
2022-05-19 15:49:53,Walking
2022-05-19 15:50:03,Walking
2022-05-19 15:50:13,Walking
2022-05-19 15:50:23,Walking
2022-05-19 15:50:33,Walking
2022-05-19 15:50:43,Walking
2022-05-19 15:50:53,Walking
2022-05-19 15:51:03,Walking
2022-05-19 15:51:13,Walking
2022-05-19 15:51:23,Walking
2022-05-19 15:51:33,Walking
2022-05-19 15:51:43,Walking
2022-05-19 15:51:53,Walking
2022-05-19 15:52:03,Walking
2022-05-19 15:52:13,Walking
2022-05-19 15:52:23,Walking
2022-05-19 15:52:33,Walking
2022-05-19 15:52:43,Walking
2022-05-19 15:52:53,Walking
2022-05-19 15:53:03,Walking
2022-05-19 15:53:13,Walking
2022-05-19 15:53:23,Walking
2022-05-19 15:53:33,Walking
2022-05-19 15:53:43,Walking
2022-05-19 15:53:53,Walking
2022-05-19 15:54:03,Walking
2022-05-19 15:54:13,Walking
2022-05-19 15:54:23,Walking
2022-05-19 15:54:33,Walking
2022-05-19 15:54:43,Walking
2022-05-19 15:55:03,Standing
2022-05-19 15:55:13,Standing
2022-05-19 15:55:23,Standing
2022-05-19 15:55:33,Standing
2022-05-19 15:55:43,Standing
2022-05-19 15:55:53,Standing
2022-05-19 15:56:13,Walking
2022-05-19 15:56:23,Walking
2022-05-19 15:56:33,Walking
2022-05-19 15:56:43,Walking
2022-05-19 15:56:53,Walking
2022-05-19 15:57:03,Walking
2022-05-19 15:57:13,Walking
2022-05-19 15:58:43,Walking
2022-05-19 15:58:53,Walking
2022-05-19 15:59:03,Walking
2022-05-19 15:59:43,Walking
2022-05-19 16:00:03,Standing
2022-05-19 16:00:13,Standing
2022-05-19 16:00:23,Standing
2022-05-19 16:00:33,Standing
2022-05-19 16:00:53,Walking
2022-05-19 16:01:03,Walking
2022-05-19 16:01:13,Walking
2022-05-19 16:01:23,Walking
2022-05-19 16:01:33,Walking
2022-05-19 16:01:43,Walking
2022-05-19 16:01:53,Walking
2022-05-19 16:02:03,Walking
2022-05-19 16:02:13,Walking
2022-05-19 16:02:23,Walking
2022-05-19 16:02:33,Walking
2022-05-19 16:02:43,Walking
2022-05-19 16:02:53,Walking
2022-05-19 16:03:03,Walking
2022-05-19 16:03:23,Standing
2022-05-19 16:03:33,Standing
2022-05-19 16:03:43,Standing
2022-05-19 16:03:53,Standing
2022-05-19 16:04:03,Standing
2022-05-19 16:04:13,Standing
2022-05-19 16:04:23,Standing
2022-05-19 16:04:33,Standing
2022-05-19 16:04:43,Standing
2022-05-19 16:05:03,Biking
2022-05-19 16:05:13,Biking
2022-05-19 16:05:23,Biking
2022-05-19 16:05:33,Biking
2022-05-19 16:05:43,Biking
2022-05-19 16:05:53,Biking
2022-05-19 16:06:03,Biking
2022-05-19 16:06:13,Biking
2022-05-19 16:06:23,Biking
2022-05-19 16:06:33,Biking
2022-05-19 16:06:53,Standing
2022-05-19 16:09:33,Walking
2022-05-19 16:09:43,Walking
2022-05-19 16:09:53,Walking
2022-05-19 16:10:03,Walking
2022-05-19 16:10:13,Walking
2022-05-19 16:10:23,Walking
2022-05-19 16:10:33,Walking
2022-05-19 16:10:43,Walking
2022-05-19 16:10:53,Walking
2022-05-19 16:11:03,Walking
2022-05-19 16:11:13,Walking
2022-05-19 16:11:23,Walking
2022-05-19 16:11:33,Walking
2022-05-19 16:11:43,Walking
2022-05-19 16:11:53,Walking
2022-05-19 16:12:13,Standing
2022-05-19 16:12:33,Walking
2022-05-19 16:12:43,Walking
